Number,Player,Minutes,Off reb,Def reb,Tot reb,Assists,Fouls comm,Fouls against,Turnovers,Steals,Blocked shots,Blocked shot attempt,Efficiency,+/-,Pts,Home team,Guest team,Team,Game number,Starter,2m,2a,3m,3a,Fgm,Fga,Ftm,Fta
8,Matthías Orri Sigurðarson,36.05,,3.0,3.0,5.0,3.0,2.0,1.0,2.0,,,18.0,6.0,17.0,Valur,KR,KR,6.0,1.0,4.0,4.0,3.0,9.0,7.0,13.0,0.0,2.0
9,Jón Arnór Stefánsson,27.7,,5.0,5.0,2.0,1.0,4.0,1.0,3.0,1.0,,17.0,14.0,14.0,Valur,KR,KR,6.0,1.0,4.0,8.0,0.0,2.0,4.0,10.0,6.0,7.0
10,Helgi Már Magnússon,21.883333333333333,,1.0,1.0,3.0,5.0,2.0,,,,,13.0,-1.0,12.0,Valur,KR,KR,6.0,,3.0,3.0,2.0,3.0,5.0,6.0,0.0,2.0
14,Benedikt Lárusson,0.0,,,,,,,,,,,,,,Valur,KR,KR,6.0,,,,,,,,,
15,Arnór Hermannsson,4.866666666666667,,1.0,1.0,1.0,,,,,,,2.0,5.0,,Valur,KR,KR,6.0,,,,,,,,,
23,Sigurður Á. Þorvaldsson,0.0,,,,,,,,,,,,,,Valur,KR,KR,6.0,,,,,,,,,
25,Jakob Örn Sigurðarson,35.4,,,,5.0,4.0,3.0,3.0,,,,20.0,1.0,22.0,Valur,KR,KR,6.0,1.0,3.0,5.0,4.0,6.0,7.0,11.0,4.0,4.0
26,Sveinn Búi Birgisson,0.0,,,,,,,,,,,,,,Valur,KR,KR,6.0,,,,,,,,,
77,Þorvaldur Orri Árnason,2.183333333333333,,,,,,,1.0,,,,-2.0,3.0,,Valur,KR,KR,6.0,,,,0.0,1.0,0.0,1.0,,
6,Kristófer Acox,35.483333333333334,3.0,3.0,6.0,1.0,2.0,1.0,1.0,,,,12.0,-3.0,10.0,KR,Stjarnan,KR,7.0,1.0,5.0,8.0,0.0,1.0,5.0,9.0,,
7,Michael Craion,31.066666666666666,3.0,6.0,9.0,3.0,3.0,7.0,1.0,2.0,,,26.0,-3.0,25.0,KR,Stjarnan,KR,7.0,1.0,11.0,21.0,0.0,1.0,11.0,22.0,3.0,4.0
8,Matthías Orri Sigurðarson,37.233333333333334,2.0,4.0,6.0,6.0,4.0,2.0,1.0,,,,16.0,2.0,11.0,KR,Stjarnan,KR,7.0,1.0,1.0,4.0,3.0,6.0,4.0,10.0,,
9,Jón Arnór Stefánsson,26.366666666666667,,,,3.0,2.0,4.0,,2.0,,,8.0,,10.0,KR,Stjarnan,KR,7.0,1.0,1.0,6.0,2.0,4.0,3.0,10.0,2.0,2.0
10,Helgi Már Magnússon,26.683333333333334,,3.0,3.0,1.0,3.0,3.0,,,,,7.0,5.0,9.0,KR,Stjarnan,KR,7.0,,0.0,1.0,2.0,6.0,2.0,7.0,3.0,4.0
14,Benedikt Lárusson,0.0,,,,,,,,,,,,,,KR,Stjarnan,KR,7.0,,,,,,,,,
23,Sigurður Á. Þorvaldsson,0.0,,,,,,,,,,,,,,KR,Stjarnan,KR,7.0,,,,,,,,,
25,Jakob Örn Sigurðarson,35.53333333333333,,4.0,4.0,3.0,3.0,4.0,4.0,3.0,,,10.0,4.0,11.0,KR,Stjarnan,KR,7.0,1.0,3.0,4.0,1.0,6.0,4.0,10.0,2.0,3.0
34,Eyjólfur Ásberg Halldórsson,0.0,,,,,,,,,,,,,,KR,Stjarnan,KR,7.0,,,,,,,,,
77,Þorvaldur Orri Árnason,7.633333333333333,,2.0,2.0,,,,1.0,,,,4.0,5.0,3.0,KR,Stjarnan,KR,7.0,,,,1.0,1.0,1.0,1.0,,
0,Gunnar Ólafsson,21.216666666666665,,,,,2.0,,1.0,,,,1.0,-4.0,4.0,KR,Stjarnan,Stjarnan,7.0,,2.0,4.0,,,2.0,4.0,,
1,Kyle Johnson,22.316666666666666,2.0,2.0,4.0,1.0,1.0,3.0,1.0,,,,0.0,1.0,5.0,KR,Stjarnan,Stjarnan,7.0,1.0,1.0,4.0,1.0,5.0,2.0,9.0,0.0,2.0
4,Hlynur Elías Bæringsson,31.516666666666666,7.0,9.0,16.0,3.0,4.0,6.0,3.0,,,,26.0,4.0,11.0,KR,Stjarnan,Stjarnan,7.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0
5,Nikolas Tomsick,33.8,,4.0,4.0,7.0,3.0,2.0,2.0,,,,17.0,2.0,18.0,KR,Stjarnan,Stjarnan,7.0,1.0,3.0,7.0,4.0,10.0,7.0,17.0,,
7,Ágúst Angantýsson,1.4,1.0,,1.0,,,,1.0,,,,0.0,-4.0,,KR,Stjarnan,Stjarnan,7.0,,,,,,,,,
8,Ægir Þór Steinarsson,28.25,1.0,3.0,4.0,8.0,3.0,3.0,2.0,2.0,,,17.0,-10.0,14.0,KR,Stjarnan,Stjarnan,7.0,1.0,2.0,7.0,3.0,6.0,5.0,13.0,1.0,2.0
11,Tómas Þórður Hilmarsson,17.116666666666667,1.0,5.0,6.0,,3.0,1.0,1.0,,,,5.0,1.0,4.0,KR,Stjarnan,Stjarnan,7.0,,2.0,4.0,0.0,2.0,2.0,6.0,,
14,Arnþór Freyr Guðmundsson,18.033333333333335,,,,1.0,2.0,,,1.0,,,4.0,2.0,5.0,KR,Stjarnan,Stjarnan,7.0,,1.0,1.0,1.0,4.0,2.0,5.0,,
20,Urald King,26.35,3.0,4.0,7.0,1.0,3.0,2.0,3.0,1.0,,,15.0,-2.0,16.0,KR,Stjarnan,Stjarnan,7.0,1.0,6.0,13.0,,,6.0,13.0,4.0,4.0
29,Orri Gunnarsson,0.0,,,,,,,,,,,,,,KR,Stjarnan,Stjarnan,7.0,,,,,,,,,
1,Erlendur Ágúst Stefánsson,18.216666666666665,,1.0,1.0,,3.0,1.0,2.0,3.0,,,2.0,16.0,4.0,Þór Akureyri,Valur,Þór Akureyri,8.0,1.0,2.0,4.0,0.0,1.0,2.0,5.0,0.0,1.0
2,Jamal Marcel Palmer,10.85,,1.0,1.0,,,1.0,1.0,,,,-1.0,-18.0,2.0,Þór Akureyri,Valur,Þór Akureyri,8.0,,1.0,2.0,0.0,2.0,1.0,4.0,,
4,Hansel Giovanny Atencia Suarez,32.78333333333333,,3.0,3.0,4.0,1.0,6.0,4.0,,,1.0,14.0,-20.0,18.0,Þór Akureyri,Valur,Þór Akureyri,8.0,1.0,6.0,10.0,1.0,4.0,7.0,14.0,3.0,3.0
8,Júlíus Orri Ágústsson,33.6,,3.0,3.0,4.0,3.0,3.0,3.0,1.0,,2.0,5.0,10.0,10.0,Þór Akureyri,Valur,Þór Akureyri,8.0,1.0,3.0,9.0,1.0,4.0,4.0,13.0,1.0,2.0
12,Sigurður Traustason,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Þór Akureyri,8.0,,,,,,,,,
14,Einar Húmi Valsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Þór Akureyri,8.0,,,,,,,,,
15,Pablo Hernandez Montenegro,34.85,1.0,7.0,8.0,2.0,2.0,2.0,3.0,1.0,,,23.0,-10.0,22.0,Þór Akureyri,Valur,Þór Akureyri,8.0,1.0,4.0,10.0,3.0,4.0,7.0,14.0,5.0,5.0
25,Baldur Örn Jóhannesson,10.416666666666666,,2.0,2.0,,,,,,,,1.0,-16.0,,Þór Akureyri,Valur,Þór Akureyri,8.0,,,,0.0,1.0,0.0,1.0,,
33,Terrence Christopher Motley,29.15,2.0,8.0,10.0,4.0,4.0,3.0,3.0,1.0,1.0,,25.0,10.0,17.0,Þór Akureyri,Valur,Þór Akureyri,8.0,1.0,6.0,8.0,1.0,3.0,7.0,11.0,2.0,3.0
34,Ragnar Ágústsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Þór Akureyri,8.0,,,,,,,,,
41,Mantas Virbalas,29.933333333333334,1.0,7.0,8.0,2.0,4.0,2.0,2.0,1.0,,2.0,9.0,-12.0,6.0,Þór Akureyri,Valur,Þór Akureyri,8.0,,2.0,6.0,0.0,2.0,2.0,8.0,2.0,2.0
72,Kolbeinn Fannar Gíslason,0.2,,,,,,,,,,,0.0,,,Þór Akureyri,Valur,Þór Akureyri,8.0,,,,,,,,,
5,Ragnar Agust Nathanaelsson,8.316666666666666,,,,,2.0,2.0,,1.0,1.0,,3.0,6.0,3.0,Þór Akureyri,Valur,Valur,8.0,,1.0,2.0,,,1.0,2.0,1.0,2.0
6,Benedikt Blöndal,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Valur,8.0,,,,,,,,,
7,Frank Aron Booker,28.733333333333334,,2.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,,27.0,20.0,30.0,Þór Akureyri,Valur,Valur,8.0,,3.0,4.0,8.0,14.0,11.0,18.0,,
8,Bergur Ástráðsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Valur,8.0,,,,,,,,,
10,Austin Magnus Bracey,20.966666666666665,1.0,2.0,3.0,1.0,2.0,,,,,,0.0,-13.0,2.0,Þór Akureyri,Valur,Valur,8.0,1.0,1.0,3.0,0.0,4.0,1.0,7.0,,
12,Illugi Steingrímsson,15.733333333333333,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,1.0,2.0,-4.0,2.0,Þór Akureyri,Valur,Valur,8.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,,
13,Sigurður Páll Stefánsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Valur,8.0,,,,,,,,,
14,Illugi Auðunsson,0.0,,,,,,,,,,,,,,Þór Akureyri,Valur,Valur,8.0,,,,,,,,,
15,Pavel Ermolinskij,35.916666666666664,1.0,8.0,9.0,4.0,3.0,3.0,2.0,,1.0,,8.0,2.0,4.0,Þór Akureyri,Valur,Valur,8.0,1.0,2.0,4.0,0.0,6.0,2.0,10.0,,
16,Finnur Atli Magnússon,22.616666666666667,4.0,6.0,10.0,1.0,2.0,2.0,3.0,1.0,,,13.0,11.0,9.0,Þór Akureyri,Valur,Valur,8.0,,3.0,7.0,1.0,2.0,4.0,9.0,,
17,Naor Sharabani,37.0,2.0,4.0,6.0,9.0,2.0,4.0,6.0,1.0,,,17.0,9.0,18.0,Þór Akureyri,Valur,Valur,8.0,1.0,3.0,6.0,3.0,8.0,6.0,14.0,3.0,6.0
43,Philip B. Alawoya,30.716666666666665,1.0,8.0,9.0,2.0,4.0,4.0,,5.0,2.0,,32.0,9.0,19.0,Þór Akureyri,Valur,Valur,8.0,1.0,8.0,12.0,0.0,1.0,8.0,13.0,3.0,3.0
0,Ingvi Þór Guðmundsson,34.38333333333333,1.0,5.0,6.0,8.0,1.0,2.0,2.0,,,,14.0,-1.0,12.0,Grindavík,ÍR,Grindavík,9.0,1.0,1.0,3.0,3.0,10.0,4.0,13.0,1.0,2.0
1,Miljan Rakic,15.65,,3.0,3.0,,2.0,,1.0,,,,0.0,-6.0,2.0,Grindavík,ÍR,Grindavík,9.0,,1.0,2.0,0.0,3.0,1.0,5.0,,
2,Bragi Guðmundsson,0.0,,,,,,,,,,,,,,Grindavík,ÍR,Grindavík,9.0,,,,,,,,,
3,Seth Christian Le Day,37.81666666666667,5.0,6.0,11.0,3.0,4.0,3.0,5.0,1.0,4.0,3.0,21.0,1.0,16.0,Grindavík,ÍR,Grindavík,9.0,1.0,7.0,12.0,,,7.0,12.0,2.0,6.0
6,Sigtryggur Arnar Björnsson,31.1,4.0,4.0,8.0,2.0,4.0,9.0,4.0,2.0,,,21.0,-4.0,27.0,Grindavík,ÍR,Grindavík,9.0,1.0,3.0,6.0,4.0,14.0,7.0,20.0,9.0,10.0
7,Björgvin Hafþór Ríkharðsson,11.566666666666666,1.0,1.0,2.0,2.0,,,2.0,,,,2.0,-10.0,,Grindavík,ÍR,Grindavík,9.0,,,,,,,,,
13,Davíð Páll Hermannsson,0.0,,,,,,,,,,,,,,Grindavík,ÍR,Grindavík,9.0,,,,,,,,,
14,Ólafur Ólafsson,37.7,5.0,5.0,10.0,7.0,4.0,2.0,1.0,4.0,2.0,,27.0,-9.0,13.0,Grindavík,ÍR,Grindavík,9.0,1.0,3.0,4.0,2.0,8.0,5.0,12.0,1.0,2.0
15,Nökkvi Már Nökkvason,0.0,,,,,,,,,,,,,,Grindavík,ÍR,Grindavík,9.0,,,,,,,,,
42,Valdas Vasylius,31.783333333333335,3.0,3.0,6.0,2.0,3.0,6.0,3.0,,,,11.0,-11.0,12.0,Grindavík,ÍR,Grindavík,9.0,1.0,4.0,8.0,0.0,2.0,4.0,10.0,4.0,4.0
0,Evan Christopher Singletary,35.71666666666667,,2.0,2.0,13.0,4.0,6.0,6.0,3.0,,1.0,18.0,13.0,17.0,Grindavík,ÍR,ÍR,9.0,1.0,4.0,8.0,1.0,7.0,5.0,15.0,6.0,7.0
3,Collin Pryor,37.93333333333333,1.0,7.0,8.0,3.0,3.0,6.0,2.0,1.0,,2.0,25.0,13.0,21.0,Grindavík,ÍR,ÍR,9.0,1.0,8.0,13.0,,,8.0,13.0,5.0,6.0
5,Jón Orri Kristjánsson,0.0,,,,,,,,,,,,,,Grindavík,ÍR,ÍR,9.0,,,,,,,,,
8,Trausti Eiríksson,19.55,1.0,1.0,2.0,1.0,5.0,,,,1.0,,5.0,-4.0,2.0,Grindavík,ÍR,ÍR,9.0,,1.0,1.0,0.0,1.0,1.0,2.0,,
10,Arnar Geir Líndal,0.0,,,,,,,,,,,,,,Grindavík,ÍR,ÍR,9.0,,,,,,,,,
13,Skúli Kristjánsson,15.95,,2.0,2.0,2.0,,,,,,,0.0,4.0,,Grindavík,ÍR,ÍR,9.0,,0.0,1.0,0.0,3.0,0.0,4.0,,
14,Sæþór Elmar Kristjánsson,10.933333333333334,2.0,1.0,3.0,1.0,5.0,,,,,2.0,4.0,-6.0,3.0,Grindavík,ÍR,ÍR,9.0,1.0,0.0,3.0,1.0,1.0,1.0,4.0,,
15,Danil Kirjanovski,1.75,,,,,,,,,,,0.0,-6.0,,Grindavík,ÍR,ÍR,9.0,,,,,,,,,
22,Hafliði Jökull Jóhannesson,0.0,,,,,,,,,,,,,,Grindavík,ÍR,ÍR,9.0,,,,,,,,,
24,Georgi Boyanov,40.0,7.0,11.0,18.0,3.0,2.0,4.0,,2.0,,,44.0,8.0,31.0,Grindavík,ÍR,ÍR,9.0,1.0,10.0,16.0,2.0,5.0,12.0,21.0,5.0,6.0
33,Danero Thomas,32.68333333333333,,5.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,15.0,9.0,16.0,Grindavík,ÍR,ÍR,9.0,1.0,4.0,6.0,2.0,10.0,6.0,16.0,2.0,3.0
49,Daði Berg Grétarsson,5.483333333333333,,,,,2.0,,,1.0,,,0.0,9.0,,Grindavík,ÍR,ÍR,9.0,,0.0,1.0,,,0.0,1.0,,
7,Aron Ás Kjartansson,0.8666666666666667,,,,1.0,,,,,,,1.0,2.0,,Haukar,Njarðvík,Haukar,10.0,,,,,,,,,
8,Hjálmar Stefánsson,31.116666666666667,6.0,5.0,11.0,,3.0,4.0,4.0,2.0,2.0,,11.0,-17.0,6.0,Haukar,Njarðvík,Haukar,10.0,1.0,3.0,4.0,0.0,4.0,3.0,8.0,0.0,1.0
9,Haukur Óskarsson,24.866666666666667,1.0,,1.0,,2.0,1.0,4.0,1.0,,,-5.0,-5.0,4.0,Haukar,Njarðvík,Haukar,10.0,,2.0,3.0,0.0,6.0,2.0,9.0,,
10,Ívar Barja,0.8666666666666667,,,,,,,,,,,0.0,2.0,,Haukar,Njarðvík,Haukar,10.0,,,,,,,,,
11,Kristinn Marinósson,2.4,,1.0,1.0,,,,,,,,1.0,4.0,,Haukar,Njarðvík,Haukar,10.0,,,,,,,,,
12,Kári Jónsson,34.13333333333333,,5.0,5.0,5.0,1.0,4.0,4.0,2.0,1.0,1.0,23.0,-17.0,25.0,Haukar,Njarðvík,Haukar,10.0,1.0,7.0,11.0,2.0,9.0,9.0,20.0,5.0,5.0
13,Breki Gylfason,19.216666666666665,,2.0,2.0,2.0,4.0,2.0,,1.0,1.0,,8.0,,4.0,Haukar,Njarðvík,Haukar,10.0,,2.0,2.0,0.0,2.0,2.0,4.0,,
14,Emil Barja,27.183333333333334,,4.0,4.0,3.0,5.0,2.0,,1.0,1.0,,10.0,-17.0,4.0,Haukar,Njarðvík,Haukar,10.0,1.0,2.0,5.0,,,2.0,5.0,,
15,Gerald Robinson,26.066666666666666,4.0,2.0,6.0,,4.0,5.0,4.0,,,3.0,6.0,-13.0,13.0,Haukar,Njarðvík,Haukar,10.0,1.0,4.0,8.0,1.0,4.0,5.0,12.0,2.0,4.0
20,Yngvi Freyr Óskarsson,9.05,,1.0,1.0,,3.0,,,,,,3.0,5.0,2.0,Haukar,Njarðvík,Haukar,10.0,,1.0,1.0,,,1.0,1.0,,
24,Flenard Whitfield,20.866666666666667,3.0,3.0,6.0,2.0,,3.0,1.0,1.0,1.0,,20.0,-4.0,18.0,Haukar,Njarðvík,Haukar,10.0,1.0,8.0,12.0,0.0,2.0,8.0,14.0,2.0,3.0
34,Ágúst Goði Kjartansson,3.3666666666666667,1.0,,1.0,1.0,,1.0,,,,,2.0,5.0,,Haukar,Njarðvík,Haukar,10.0,,,,,,,,,
3,Chaz Calvaron Williams,29.483333333333334,,7.0,7.0,6.0,2.0,4.0,1.0,2.0,,3.0,12.0,18.0,8.0,Haukar,Njarðvík,Njarðvík,10.0,1.0,2.0,8.0,0.0,2.0,2.0,10.0,4.0,6.0
7,Róbert Sean Birmingham,0.8666666666666667,,,,1.0,,,,,,,1.0,-4.0,,Haukar,Njarðvík,Njarðvík,10.0,,,,,,,,,
8,Kristinn Pálsson,27.15,1.0,5.0,6.0,4.0,1.0,5.0,1.0,,,,19.0,8.0,15.0,Haukar,Njarðvík,Njarðvík,10.0,1.0,1.0,3.0,2.0,5.0,3.0,8.0,7.0,7.0
9,Ólafur Helgi Jónsson,16.083333333333332,1.0,2.0,3.0,2.0,3.0,,1.0,,1.0,,8.0,-8.0,4.0,Haukar,Njarðvík,Njarðvík,10.0,,2.0,2.0,0.0,1.0,2.0,3.0,,
10,Jón Arnór Sverrisson,12.933333333333334,,,,2.0,2.0,1.0,2.0,2.0,,,10.0,-7.0,8.0,Haukar,Njarðvík,Njarðvík,10.0,,4.0,4.0,,,4.0,4.0,,
12,Eric Katenda,16.466666666666665,1.0,2.0,3.0,,4.0,2.0,2.0,,,,3.0,6.0,6.0,Haukar,Njarðvík,Njarðvík,10.0,,3.0,5.0,,,3.0,5.0,0.0,2.0
13,Aurimas Majauskas,20.083333333333332,1.0,4.0,5.0,1.0,4.0,3.0,,1.0,2.0,1.0,18.0,8.0,10.0,Haukar,Njarðvík,Njarðvík,10.0,1.0,4.0,5.0,,,4.0,5.0,2.0,2.0
14,Logi Gunnarsson,25.733333333333334,,1.0,1.0,2.0,2.0,,1.0,1.0,,,11.0,9.0,14.0,Haukar,Njarðvík,Njarðvík,10.0,1.0,1.0,1.0,4.0,10.0,5.0,11.0,,
15,Guðjón Karl Halldórsson,0.35,,,,,,,,,,,0.0,-4.0,,Haukar,Njarðvík,Njarðvík,10.0,,,,,,,,,
23,Maciek Stanislav Baginski,23.483333333333334,,1.0,1.0,3.0,2.0,4.0,1.0,1.0,,2.0,9.0,13.0,13.0,Haukar,Njarðvík,Njarðvík,10.0,,1.0,3.0,2.0,8.0,3.0,11.0,5.0,5.0
31,Mario Matasovic,26.5,1.0,,1.0,2.0,2.0,3.0,2.0,1.0,1.0,,8.0,20.0,9.0,Haukar,Njarðvík,Njarðvík,10.0,1.0,2.0,2.0,1.0,3.0,3.0,5.0,2.0,4.0
32,Gunnar Már Sigmundsson,0.8666666666666667,,,,,,,,,,,0.0,-4.0,,Haukar,Njarðvík,Njarðvík,10.0,,,,,,,,,
2,Daníel Bjarki Stefánsson,2.85,,,,,,1.0,,,,,0.0,-11.0,1.0,Fjölnir,Keflavík,Fjölnir,11.0,,,,,,,,1.0,2.0
3,Jere Vucica,26.616666666666667,2.0,3.0,5.0,,3.0,2.0,1.0,,,,5.0,-35.0,11.0,Fjölnir,Keflavík,Fjölnir,11.0,1.0,3.0,6.0,0.0,6.0,3.0,12.0,5.0,6.0
4,Rafn Kristján Kristjánsson,10.0,,,,,3.0,,,,,,2.0,-12.0,2.0,Fjölnir,Keflavík,Fjölnir,11.0,,1.0,1.0,,,1.0,1.0,,
7,Viktor Lee Moses,26.75,1.0,1.0,2.0,,2.0,,,2.0,,,14.0,-27.0,16.0,Fjölnir,Keflavík,Fjölnir,11.0,1.0,5.0,7.0,2.0,6.0,7.0,13.0,,
8,Srdan Stojanovic,26.983333333333334,,4.0,4.0,5.0,2.0,2.0,3.0,1.0,,,9.0,-30.0,7.0,Fjölnir,Keflavík,Fjölnir,11.0,1.0,3.0,4.0,0.0,3.0,3.0,7.0,1.0,2.0
11,Róbert Sigurðsson,26.983333333333334,,2.0,2.0,11.0,1.0,3.0,4.0,2.0,,,9.0,-16.0,3.0,Fjölnir,Keflavík,Fjölnir,11.0,1.0,1.0,4.0,0.0,2.0,1.0,6.0,1.0,1.0
13,Orri Hilmarsson,23.416666666666668,,1.0,1.0,,,1.0,4.0,2.0,,1.0,8.0,-27.0,13.0,Fjölnir,Keflavík,Fjölnir,11.0,,2.0,3.0,3.0,6.0,5.0,9.0,,
15,Viktor Máni Steffensen,13.016666666666667,,1.0,1.0,,,2.0,1.0,2.0,,,11.0,-14.0,10.0,Fjölnir,Keflavík,Fjölnir,11.0,,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0
16,Vilhjálmur Theodór Jónsson,16.633333333333333,2.0,,2.0,,4.0,1.0,,1.0,,,7.0,-16.0,7.0,Fjölnir,Keflavík,Fjölnir,11.0,,1.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0
19,Guðjón Ari Logason,2.85,,,,,,,,,,,0.0,-11.0,,Fjölnir,Keflavík,Fjölnir,11.0,,,,,,,,,
20,Tómas Heiðar Tómasson,23.9,1.0,2.0,3.0,2.0,2.0,2.0,5.0,,,1.0,-2.0,-26.0,3.0,Fjölnir,Keflavík,Fjölnir,11.0,1.0,0.0,3.0,1.0,3.0,1.0,6.0,,
4,Khalil Ullah Ahmad,20.116666666666667,1.0,4.0,5.0,4.0,2.0,1.0,,4.0,,,21.0,21.0,10.0,Fjölnir,Keflavík,Keflavík,11.0,1.0,5.0,6.0,0.0,1.0,5.0,7.0,,
5,Magnús Már Traustason,20.85,1.0,1.0,2.0,1.0,2.0,,2.0,,,,14.0,20.0,14.0,Fjölnir,Keflavík,Keflavík,11.0,,4.0,4.0,2.0,3.0,6.0,7.0,,
6,Valur Orri Valsson,18.266666666666666,,1.0,1.0,5.0,2.0,,1.0,1.0,,,9.0,13.0,4.0,Fjölnir,Keflavík,Keflavík,11.0,,2.0,3.0,,,2.0,3.0,,
7,Ágúst Orrason,13.7,,1.0,1.0,4.0,1.0,,1.0,1.0,,,10.0,16.0,6.0,Fjölnir,Keflavík,Keflavík,11.0,,,,2.0,3.0,2.0,3.0,,
8,Guðmundur Jónsson,15.9,,3.0,3.0,,1.0,1.0,1.0,1.0,,,2.0,20.0,,Fjölnir,Keflavík,Keflavík,11.0,,,,0.0,1.0,0.0,1.0,,
9,Dominykas Milka,25.266666666666666,3.0,6.0,9.0,,,3.0,2.0,1.0,,,27.0,33.0,25.0,Fjölnir,Keflavík,Keflavík,11.0,1.0,11.0,15.0,0.0,1.0,11.0,16.0,3.0,4.0
10,Davíð Alexander H. Magnússon,6.55,,,,,1.0,,,,,,3.0,4.0,3.0,Fjölnir,Keflavík,Keflavík,11.0,,,,1.0,1.0,1.0,1.0,,
11,Deane Williams,18.833333333333332,4.0,2.0,6.0,2.0,1.0,4.0,1.0,3.0,1.0,,16.0,22.0,13.0,Fjölnir,Keflavík,Keflavík,11.0,1.0,5.0,10.0,0.0,2.0,5.0,12.0,3.0,4.0
12,Reggie Dupree,0.0,,,,,,,,,,,,,,Fjölnir,Keflavík,Keflavík,11.0,,,,,,,,,
13,Hörður Axel Vilhjálmsson,19.95,,4.0,4.0,7.0,,,4.0,1.0,,,12.0,28.0,6.0,Fjölnir,Keflavík,Keflavík,11.0,1.0,,,2.0,4.0,2.0,4.0,,
15,Veigar Áki Hlynsson,15.116666666666667,,3.0,3.0,3.0,3.0,1.0,,1.0,1.0,,9.0,23.0,2.0,Fjölnir,Keflavík,Keflavík,11.0,,,,0.0,1.0,0.0,1.0,2.0,2.0
21,Callum Reese Lawson,25.45,,3.0,3.0,1.0,1.0,7.0,2.0,3.0,,,36.0,25.0,35.0,Fjölnir,Keflavík,Keflavík,11.0,1.0,3.0,5.0,6.0,7.0,9.0,12.0,11.0,12.0
0,Tristan Rafn Ottósson,0.0,,,,,,,,,,,,,,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,,,,,,,,
1,Ísak Júlíus Perdue,0.0,,,,,,,,,,,,,,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,,,,,,,,
3,Benjamín Þorri Benjamínsson,0.0,,,,,,,,,,,,,,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,,,,,,,,
7,Emil Karel Einarsson,27.366666666666667,,4.0,4.0,2.0,1.0,2.0,,1.0,,,17.0,11.0,17.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,1.0,0.0,1.0,5.0,11.0,5.0,12.0,2.0,2.0
9,Halldór Garðar Hermannsson,34.43333333333333,,3.0,3.0,12.0,5.0,6.0,3.0,3.0,,,16.0,7.0,10.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,1.0,2.0,8.0,1.0,3.0,3.0,11.0,3.0,4.0
13,Davíð Arnar Ágústsson,0.0,,,,,,,,,,,,,,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,,,,,,,,
20,Dino Butorac,33.916666666666664,,4.0,4.0,4.0,2.0,3.0,2.0,2.0,,,9.0,-9.0,8.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,1.0,2.0,3.0,1.0,7.0,3.0,10.0,1.0,1.0
24,Marko Bakovic,35.36666666666667,2.0,10.0,12.0,1.0,4.0,3.0,3.0,1.0,5.0,,21.0,7.0,12.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,1.0,3.0,7.0,0.0,3.0,3.0,10.0,6.0,6.0
25,Ragnar Örn Bragason,21.016666666666666,1.0,1.0,2.0,1.0,3.0,,1.0,,,,4.0,-18.0,5.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,1.0,2.0,1.0,3.0,2.0,5.0,,
33,Jerome Frink,30.15,3.0,4.0,7.0,2.0,4.0,6.0,3.0,2.0,,,25.0,-10.0,26.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,1.0,7.0,10.0,3.0,6.0,10.0,16.0,3.0,6.0
34,Styrmir Snær Þrastarson,14.483333333333333,,1.0,1.0,1.0,2.0,,,,,,4.0,-9.0,4.0,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,2.0,3.0,0.0,1.0,2.0,4.0,,
77,Sebastian Eneo Mignani,3.2666666666666666,,,,,,1.0,1.0,,,,-1.0,-9.0,,Þór Þorlákshöfn,Tindastóll,Þór Þorlákshöfn,12.0,,,,,,,,,
4,Axel Kárason,13.283333333333333,4.0,2.0,6.0,,5.0,,,,,1.0,9.0,3.0,9.0,Þór Þorlákshöfn,Tindastóll,Tindastóll,12.0,,0.0,4.0,3.0,5.0,3.0,9.0,,
